judgment,bucket,blip_max,blip_argmax_frame,surface,type,malformed,video_id,frame_grid_path,summary_text,entity_id,summary_id
,mid,0.1779,0,toss,action,False,lC8B_Yx6Qzg,outputs/annotation/frames/youcook2/lC8B_Yx6Qzg.png,"are a flavorful cucumber soup by combining diced cucumber, yellow pepper, green onion, parsley, olive oil, garlic, pepper, and sumac. Toss in a mixed vegetable chips, toss with wheat chips, garlic chi",dacmf_blip_00388__e13,dacmf_blip_00388
,mid,0.2096,5,thyme,ingredient,False,RubyHelAHBE,outputs/annotation/frames/youcook2/RubyHelAHBE.png,"at mussels with butter and olive wine, then add white wine, onions, bay leaf, and thyme in a pot. Pour with butter, then pour with the pan.",dacmf_blip_00173__e7,dacmf_blip_00173
,low,0.0926,7,avocado,ingredient,False,BAoQWVV-bh4,outputs/annotation/frames/youcook2/BAoQWVV-bh4.png,"ak rice paper paper by wrapping rice paper, cucumber, avocado, rice, and lettuce in water. Roll secure paper wraps with lettuce paper, roll to make secure dish.",dacmf_blip_00098__e3,dacmf_blip_00098
,very_low,0.0313,2,red cabbage,ingredient,False,vDDeMg2dhEM,outputs/annotation/frames/youcook2/vDDeMg2dhEM.png,"red cabbage, rinse with shiitake, soaked mushrooms, ginger, bean sprouts, and capouts in a wok. Fill with cornstarch, freeze and deep fry in a mixture with corn",dacmf_blip_00013__e1,dacmf_blip_00013
,low,0.0609,7,cucumber,ingredient,False,8CaadFo3sw0,outputs/annotation/frames/youcook2/8CaadFo3sw0.png,"are pork prawn rolls by cooking pork belly with salt, rice noodles, shrimp noodles, and cucumber. Fry in a fried roll, then add hoisin sauce, garlic, butter, and peanut butter.",dacmf_blip_00310__e5,dacmf_blip_00310
,very_low,0.0148,0,hamle soup,ingredient,True,p6LSW9kuRCE,outputs/annotation/frames/youcook2/p6LSW9kuRCE.png," hamle soup by boiling ham, eggs, and tomato slices on cold water, then combine with cucumber, scrambled egg, tomato tomato, and sauce for a flavorful sauce.",dacmf_blip_00119__e1,dacmf_blip_00119
,very_low,0.0096,12,green onions,ingredient,False,05ZSU-5UkXw,outputs/annotation/frames/youcook2/05ZSU-5UkXw.png,"are a Mediterranean salad by combining mint, garlic, sumac, lemon juice, cucumbers, green onions, and feta in a refreshing dressing. Toss over lettuce with dressing, topped with salad.",dacmf_blip_00378__e7,dacmf_blip_00378
,very_low,0.0433,0,chives,ingredient,False,EpNUSTO2BI4,outputs/annotation/frames/youcook2/EpNUSTO2BI4.png,"are escargot and patot under a butter, then paté with butter, chives, salt, pepper, and sherry served in the oven.",dacmf_blip_00163__e5,dacmf_blip_00163
,very_low,0.0019,4,chicken soup,ingredient,False,ucaCmhNo78k,outputs/annotation/frames/youcook2/ucaCmhNo78k.png," hash brown brown mixture with chicken soup, margarine, and colby cheese, then bake in the oven.",dacmf_blip_00389__e2,dacmf_blip_00389
,very_low,0.0179,5,bonito flakes,ingredient,False,lH7pgsnyGrI,outputs/annotation/frames/youcook2/lH7pgsnyGrI.png,"are miso soup by boiling tofu flakes, bonito flakes, then dissolve with miso paste, green onions, and green onions.",dacmf_blip_00190__e3,dacmf_blip_00190
